sample_id,ME0,ME1,ME2,ME3,ME4,ME5,ME6
GSE80417_9878827118_R03C02,0.0009684134937602,0.0065489164136514,-0.0468481581784927,0.0306475467019362,-0.0242168304205438,0.0267811082944641,-0.0186715181866785
GSE84727_3998928098_R02C01,-0.0082721768288557,-0.0122196447246118,0.019419106142868,-0.0310127631150142,0.0332937339880804,-0.0244024126684679,-0.0526263145103068
GSE147221_200090280030_R02C02,-0.0053799162263753,-0.0070859585603709,-0.0080928456367454,-0.0071173935417667,0.000405223625554,-0.0106363401249538,-0.0001756947070539
GSE80417_9980102025_R05C01,-0.0063035685562227,-0.0160809874753254,-0.0276549243607782,0.0175409540154895,-0.0218296440165372,0.0016780710474932,-0.0280048195069509
GSE84727_3998919004_R04C02,0.0002490414947652,-0.0031993678945167,0.0379753662597206,-0.0413228218994576,0.0424129114918097,-0.0248370092608677,-0.0011151492794956
GSE84727_101103430134_R06C02,-0.015160225554411,-0.0106010722574082,0.0025469321985262,-0.0036539574682588,0.0117121018982736,-0.01790969663211,-0.0051226836218458
GSE147221_200379120018_R01C02,0.009698989435868,0.0008323413979889,0.0729934109041414,-0.0619690403594491,0.0181632391597183,-0.0526298307191556,-0.0197337877499818
GSE147221_200049730105_R01C01,0.0133774748883608,0.0141064422132561,-0.0295515528396635,0.00796788623498,-0.0184662953807554,0.0159718636371401,-0.0060154062830953
GSE147221_200090280119_R04C02,0.0037618118588363,-0.0032599787566449,0.0614655312177746,-0.0259070343455233,-0.0001465377979493,-0.0271299312525468,0.0078757635589651
GSE84727_100973330104_R05C01,-0.0148104348909258,-0.0048112610582858,0.0100244556968859,-0.0137109949810583,0.0119363908402503,-0.0097544784211094,0.0008524195471733
GSE152027_3999002034_R02C01,0.0351341235114379,0.045491623054721,0.0159480747468605,-0.0141474266723858,0.0165737576168467,0.0223850963560359,0.0165415030475971
GSE80417_9992571076_R05C01,-0.0449110286056516,-0.0379682612899293,-0.0013807018890293,0.0192517263858247,-0.0305489167661996,-0.0174800830697258,0.0055666134210079
GSE147221_200379120066_R06C02,0.0385870087712189,0.0399959439100068,-0.0089444675813388,-0.0208388807326712,0.0491053619002555,0.0271714354066512,0.016947792851217
GSE84727_3998567038_R04C01,0.0048630595341066,0.0105600107646617,-0.0016025937322582,-0.0024760908542281,-0.0073578037040784,0.0008997472543838,0.0134998378633033
GSE147221_200049730104_R02C02,0.0002222742886595,0.0029575852064087,0.0223009048778505,-0.0067730518315269,-0.0119714783225425,-0.0069092798429173,-0.0129017338583967
GSE147221_200379120083_R02C01,0.0354560786673279,0.0348140224612163,0.0081748540589498,0.0123326572400678,-0.0136029161446463,0.0236040843364426,-0.0148851591972177
GSE84727_3998567014_R01C01,0.0101461606572432,0.0049324413451236,-0.0391725881834001,0.0260429962675788,-0.0213645467086933,0.0226466607061187,0.0357425396369945
GSE152027_10005771153_R05C02,-0.0235790839039538,-0.0007454777941842,-0.0162595383291701,0.0178578606578853,-0.0192051811380343,0.0115471703595031,0.0025438258107895
GSE147221_3998998211_R05C02,0.004227003317665,-0.0167164823742768,-0.0434937569724589,0.045009682344312,-0.0340527948210979,0.0068362592720392,-0.0548402156015933
GSE147221_200379120147_R02C01,0.0061907396387845,-0.0010724023436792,0.0108458556678882,-0.0318092457669839,0.0409078563517483,-0.0166610477326501,0.0239145127275202
GSE147221_200379120027_R03C01,0.0002117827533069,0.0031275397987921,0.0081539099640194,-0.0094859317332151,0.010294622342102,-0.0062453128815277,0.0155946101932906
GSE80417_9828653144_R01C01,0.0196971115281291,0.0179267016023139,0.0202463944332023,-0.0106425056864037,0.0088448123964126,0.0028169478466557,0.0612518083214524
GSE80417_9980102041_R01C02,0.010057857839687,-0.0121913833879608,0.0200991288210674,-0.0187784261443765,0.0093629086873909,-0.0276976867412201,0.0310699155876205
GSE80417_9992571046_R03C01,-0.0194078149107578,-0.015798214872389,-0.0028844559919092,0.0153098933386337,-0.0250508027754872,0.0003565036076844,-0.0315470556625082
GSE80417_9971851022_R02C01,0.0203975624848798,0.0428707041619791,-0.0048207877391805,-0.0165718880123862,0.0238819440214803,0.019372808405606,0.0082901768503078
